자치구별(1),자치구별(2),2022
합계,종로구,147145
합계,중구,126355
합계,용산구,221203
합계,성동구,281642
합계,광진구,346762
합계,동대문구,346681
합계,중랑구,379259
합계,성북구,435394
합계,강북구,288257
합계,도봉구,304805
합계,노원구,495916
합계,은평구,456486
합계,서대문구,312135
합계,마포구,361999
합계,양천구,428236
합계,강서구,555229
합계,구로구,423976
합계,금천구,248716
합계,영등포구,403654
합계,동작구,386502
합계,관악구,493377
합계,서초구,384567
합계,강남구,501033
합계,송파구,634836
합계,강동구,447278
